Lemma	PoS	Freq(ipm)	Doc
инструкторский	a	0,5	21
коверкотовый	a	0,5	21
лесовозный	a	0,5	21
манхэттенский	a	0,5	21
неденежный	a	0,5	21
прокофьевский	a	0,5	21
противоэрозионный	a	0,5	21
работный	a	0,5	21
судебно-психиатрический	a	0,5	21
супесчаный	a	0,5	21
чусовской	a	0,5	21
сенсибилизировать	v	0,5	20
аннигиляция	s	0,5	20
батоно	s	0,5	20
бесформенность	s	0,5	20
богомол	s	0,5	20
богочеловечество	s	0,5	20
бона	s	0,5	20
габитус	s	0,5	20
гламур	s	0,5	20
глобалист	s	0,5	20
гусенок	s	0,5	20
делеция	s	0,5	20
документалистика	s	0,5	20
дона	s	0,5	20
зональность	s	0,5	20
имплантант	s	0,5	20
карабинер	s	0,5	20
контрик	s	0,5	20
лайм	s	0,5	20
листинг	s	0,5	20
лор	s	0,5	20
мастопатия	s	0,5	20
мурена	s	0,5	20
навал	s	0,5	20
насельница	s	0,5	20
нацбол	s	0,5	20
ортопедия	s	0,5	20
осушка	s	0,5	20
подлещик	s	0,5	20
проигрывание	s	0,5	20
рекомбинант	s	0,5	20
сгибание	s	0,5	20
субъединица	s	0,5	20
терц	s	0,5	20
травматолог	s	0,5	20
тяж	s	0,5	20
укорочение	s	0,5	20
хлопчатник	s	0,5	20
шаманизм	s	0,5	20
шконка	s	0,5	20
морфологически	adv	0,5	20
безначальный	a	0,5	20
бессудный	a	0,5	20
брусиловский	a	0,5	20
букингемский	a	0,5	20
вечевой	a	0,5	20
высокоурожайный	a	0,5	20
горняцкий	a	0,5	20
диабетический	a	0,5	20
диплоидный	a	0,5	20
доказуемый	a	0,5	20
иммунобиологический	a	0,5	20
кирилловский	a	0,5	20
красноглазый	a	0,5	20
куршский	a	0,5	20
общепсихологический	a	0,5	20
общерусский	a	0,5	20
посадский	a	0,5	20
поствакцинальный	a	0,5	20
психогенный	a	0,5	20
слонимский	a	0,5	20
экономико-статистический	a	0,5	20
автолавка	s	0,5	19
алтын	s	0,5	19
бальзамин	s	0,5	19
бытовик	s	0,5	19
джонка	s	0,5	19
домком	s	0,5	19
дувал	s	0,5	19
дудник	s	0,5	19
зубик	s	0,5	19
камелек	s	0,5	19
краснофлотец	s	0,5	19
лошак	s	0,5	19
метагалактика	s	0,5	19
моделька	s	0,5	19
мутность	s	0,5	19
нутрия	s	0,5	19
огнестойкость	s	0,5	19
ординатор	s	0,5	19
осокорь	s	0,5	19
открывалка	s	0,5	19
подшлемник	s	0,5	19
прикладывание	s	0,5	19
рогоз	s	0,5	19
сляб	s	0,5	19
суворовец	s	0,5	19
тай-брейк	s	0,5	19
трейд	s	0,5	19
флавивирус	s	0,5	19
цветность	s	0,5	19
церемониймейстер	s	0,5	19
платно	adv	0,5	19
угловато	adv	0,5	19
электрически	adv	0,5	19
барсучий	a	0,5	19
бурейский	a	0,5	19
внутрирегиональный	a	0,5	19
геостационарный	a	0,5	19
гипертекстовый	a	0,5	19
дерибасовский	a	0,5	19
зачатьевский	a	0,5	19
инвентаризационный	a	0,5	19
несмертельный	a	0,5	19
потовой	a	0,5	19
скалярный	a	0,5	19
терригенный	a	0,5	19
тросовый	a	0,5	19
трюмный	a	0,5	19
фотонный	a	0,5	19
фрикционный	a	0,5	19
ювенильный	a	0,5	19
испрашиваться	v	0,5	18
бикс	s	0,5	18
букмекер	s	0,5	18
гепатоцит	s	0,5	18
делимость	s	0,5	18
деменция	s	0,5	18
дровни	s	0,5	18
жирафа	s	0,5	18
залом	s	0,5	18
золотодобыча	s	0,5	18
катет	s	0,5	18
лощинка	s	0,5	18
медвытрезвитель	s	0,5	18
монада	s	0,5	18
нагнетатель	s	0,5	18
нитрид	s	0,5	18
пиксел	s	0,5	18
помкомвзвода	s	0,5	18
разведотдел	s	0,5	18
разведшкола	s	0,5	18
ревком	s	0,5	18
рогалик	s	0,5	18
рында	s	0,5	18
самонаблюдение	s	0,5	18
фагоцитоз	s	0,5	18
фальшборт	s	0,5	18
эволюционизм	s	0,5	18
электроразведка	s	0,5	18
энтерит	s	0,5	18
юс	s	0,5	18
аргунский	a	0,5	18
асбестовый	a	0,5	18
выводной	a	0,5	18
ефремовский	a	0,5	18
кимберлитовый	a	0,5	18
лесосеменной	a	0,5	18
мамонтовый	a	0,5	18
меньшевистский	a	0,5	18
призматический	a	0,5	18
сарайный	a	0,5	18
сорбционный	a	0,5	18
сорокинский	a	0,5	18
структурно-тектонический	a	0,5	18
цитомегаловирусный	a	0,5	18
увесить	v	0,5	17
агропромбанк	s	0,5	17
божоле	s	0,5	17
делитель	s	0,5	17
жерех	s	0,5	17
институционализация	s	0,5	17
ирмос	s	0,5	17
каббалист	s	0,5	17
капеллан	s	0,5	17
категоризация	s	0,5	17
клипмейкер	s	0,5	17
коврига	s	0,5	17
лествица	s	0,5	17
натек	s	0,5	17
непотопляемость	s	0,5	17
промысловик	s	0,5	17
рыбнадзор	s	0,5	17
скунс	s	0,5	17
спецсигнал	s	0,5	17
филиппинец	s	0,5	17
филогенез	s	0,5	17
хлебозаготовка	s	0,5	17
хорда	s	0,5	17
электромагнит	s	0,5	17
электромобиль	s	0,5	17
энцефалопатия	s	0,5	17
бесхозяйный	a	0,5	17
биогенный	a	0,5	17
внереализационный	a	0,5	17
водосборный	a	0,5	17
воротный	a	0,5	17
имплицитный	a	0,5	17
индексный	a	0,5	17
инкассовый	a	0,5	17
общественно-исторический	a	0,5	17
прикамский	a	0,5	17
репликативный	a	0,5	17
таранный	a	0,5	17
амок	s	0,5	16
барракуда	s	0,5	16
вахмистр	s	0,5	16
гать	s	0,5	16
гидрат	s	0,5	16
гидрокостюм	s	0,5	16
гоп-стоп	s	0,5	16
динго	s	0,5	16
ильмень	s	0,5	16
койот	s	0,5	16
леток	s	0,5	16
любушка	s	0,5	16
нанотрубка	s	0,5	16
нуклеопротеин	s	0,5	16
обществовед	s	0,5	16
опиат	s	0,5	16
плавень	s	0,5	16
пурим	s	0,5	16
реактогенность	s	0,5	16
реассортация	s	0,5	16
ревтрибунал	s	0,5	16
рейхсканцлер	s	0,5	16
толстолобик	s	0,5	16
тонометр	s	0,5	16
топос	s	0,5	16
трансмутация	s	0,5	16
филон	s	0,5	16
хлебокомбинат	s	0,5	16
шелом	s	0,5	16
шмайссер	s	0,5	16
энергопакет	s	0,5	16
административно-процессуальный	a	0,5	16
вкусоароматический	a	0,5	16
леспромхозовский	a	0,5	16
модерный	a	0,5	16
октановый	a	0,5	16
психотравмирующий	a	0,5	16
сонин	a	0,5	16
субстанциальный	a	0,5	16
угревой	a	0,5	16
эпитаксиальный	a	0,5	16
синдицировать	v	0,5	15
альвеола	s	0,5	15
батискаф	s	0,5	15
биопрепарат	s	0,5	15
бойлерная	s	0,5	15
гамлетизм	s	0,5	15
гасконец	s	0,5	15
гидролизат	s	0,5	15
закройщица	s	0,5	15
капонир	s	0,5	15
каяк	s	0,5	15
кривой	s	0,5	15
куттер	s	0,5	15
лигатура	s	0,5	15
лимфодренаж	s	0,5	15
неваляшка	s	0,5	15
облкомстат	s	0,5	15
обработчик	s	0,5	15
пиксель	s	0,5	15
птичница	s	0,5	15
розенкрейцер	s	0,5	15
сестричество	s	0,5	15
тунгус	s	0,5	15
хронос	s	0,5	15
шпатлевка	s	0,5	15
эфэсбэшник	s	0,5	15
антицеллюлитный	a	0,5	15
ерофеевский	a	0,5	15
желтушный	a	0,5	15
магматический	a	0,5	15
монистический	a	0,5	15
недифференцированный	a	0,5	15
олегов	a	0,5	15
порослевый	a	0,5	15
трюковой	a	0,5	15
черноватый	a	0,5	15
изладить	v	0,5	14
дефляция	s	0,5	14
зет	s	0,5	14
инсайт	s	0,5	14
камеристка	s	0,5	14
кодон	s	0,5	14
конопушка	s	0,5	14
космография	s	0,5	14
кошара	s	0,5	14
леер	s	0,5	14
мастит	s	0,5	14
мезон	s	0,5	14
наночастица	s	0,5	14
обозник	s	0,5	14
органелла	s	0,5	14
перекрест	s	0,5	14
пиастр	s	0,5	14
поветь	s	0,5	14
пойнтер	s	0,5	14
резекция	s	0,5	14
ретинол	s	0,5	14
рыбозавод	s	0,5	14
сеньорита	s	0,5	14
сквош	s	0,5	14
сошник	s	0,5	14
сшивка	s	0,5	14
тетрациклин	s	0,5	14
фоккер	s	0,5	14
хоздвор	s	0,5	14
штангенциркуль	s	0,5	14
шустрик	s	0,5	14
экуменизм	s	0,5	14
электролизер	s	0,5	14
эндемик	s	0,5	14
иллюзионный	a	0,5	14
кулоновский	a	0,5	14
лаврский	a	0,5	14
лейденский	a	0,5	14
маринкин	a	0,5	14
псевдорелигиозный	a	0,5	14
трифоновский	a	0,5	14
матировать	v	0,5	13
античастица	s	0,5	13
берегиня	s	0,5	13
высокоблагородие	s	0,5	13
газобетон	s	0,5	13
кадавр	s	0,5	13
каплун	s	0,5	13
левкас	s	0,5	13
лиственничник	s	0,5	13
магараджа	s	0,5	13
мульча	s	0,5	13
муравьед	s	0,5	13
обезоруживание	s	0,5	13
обученность	s	0,5	13
рассадка	s	0,5	13
синхрония	s	0,5	13
снежник	s	0,5	13
тетраэдр	s	0,5	13
трансгрессия	s	0,5	13
трипсин	s	0,5	13
фэн-шуй	s	0,5	13
шифротелеграмма	s	0,5	13
эон	s	0,5	13
единично	adv	0,5	13
гидрохимический	a	0,5	13
документарный	a	0,5	13
йеменский	a	0,5	13
сдаточный	a	0,5	13
хакать	v	0,5	12
батяня	s	0,5	12
брэндинг	s	0,5	12
лапонька	s	0,5	12
перверсия	s	0,5	12
платонизм	s	0,5	12
подпространство	s	0,5	12
скрепер	s	0,5	12
тайка	s	0,5	12
тори	s	0,5	12
трубник	s	0,5	12
фрикция	s	0,5	12
чашелистик	s	0,5	12
владимиро-суздальский	a	0,5	12
водохозяйственный	a	0,5	12
двудольный	a	0,5	12
метаморфический	a	0,5	12
энтеровирусный	a	0,5	12
биотоп	s	0,5	11
гидроколлоид	s	0,5	11
затыльник	s	0,5	11
корнишон	s	0,5	11
кош	s	0,5	11
отверждение	s	0,5	11
отягощение	s	0,5	11
поликарбонат	s	0,5	11
полубак	s	0,5	11
протодиакон	s	0,5	11
тарзанка	s	0,5	11
торбас	s	0,5	11
хардкор	s	0,5	11
чувал	s	0,5	11
экклезиология	s	0,5	11
васильковский	a	0,5	11
донорный	a	0,5	11
нейропсихологический	a	0,5	11
потаповский	a	0,5	11
пыльцевой	a	0,5	11
ценностно-смысловой	a	0,5	11
аномия	s	0,5	10
варенец	s	0,5	10
геосистема	s	0,5	10
гоминид	s	0,5	10
джаз-рок	s	0,5	10
заключенная	s	0,5	10
интрузия	s	0,5	10
коммуникатор	s	0,5	10
мини-пекарня	s	0,5	10
наплавка	s	0,5	10
овцебык	s	0,5	10
острожек	s	0,5	10
пластун	s	0,5	10
протеолиз	s	0,5	10
тритий	s	0,5	10
ушастик	s	0,5	10
ушкуйник	s	0,5	10
цигун	s	0,5	10
берендеев	a	0,5	10
воеводский	a	0,5	10
всеславянский	a	0,5	10
высоко-петровский	a	0,5	10
определительный	a	0,5	10
подключичный	a	0,5	10
акцентуация	s	0,5	9
греча	s	0,5	9
доня	s	0,5	9
защитность	s	0,5	9
инк	s	0,5	9
интерчемпион	s	0,5	9
коми-пермяк	s	0,5	9
конармеец	s	0,5	9
кранец	s	0,5	9
нахалюга	s	0,5	9
саддукей	s	0,5	9
сумматор	s	0,5	9
флексия	s	0,5	9
фосфолипид	s	0,5	9
цыпа	s	0,5	9
шибер	s	0,5	9
эвен	s	0,5	9
венечный	a	0,5	9
вычислимый	a	0,5	9
канский	a	0,5	9
люськин	a	0,5	9
паротитный	a	0,5	9
полоролевой	a	0,5	9
потребительный	a	0,5	9
религиозно-этический	a	0,5	9
ханьский	a	0,5	9
штанговый	a	0,5	9
концептуализировать	v	0,5	8
уварить	v	0,5	8
аят	s	0,5	8
гулька	s	0,5	8
докторишка	s	0,5	8
начфин	s	0,5	8
нимфея	s	0,5	8
оберштурмбанфюрер	s	0,5	8
сотейник	s	0,5	8
учхоз	s	0,5	8
гурзуфский	a	0,5	8
марфинский	a	0,5	8
метагалактический	a	0,5	8
методный	a	0,5	8
небный	a	0,5	8
огнезащитный	a	0,5	8
остистый	a	0,5	8
продувочный	a	0,5	8
противоспутниковый	a	0,5	8
реберный	a	0,5	8
флюидодинамический	a	0,5	8
фреймовый	a	0,5	8
байдара	s	0,5	7
бригаденфюрер	s	0,5	7
виразол	s	0,5	7
имплозия	s	0,5	7
кубло	s	0,5	7
турбодетандер	s	0,5	7
шлих	s	0,5	7
гиссарский	a	0,5	7
иммунореактивный	a	0,5	7
меженный	a	0,5	7
нефтематеринский	a	0,5	7
сухожильный	a	0,5	7
хантавирусный	a	0,5	7
укупорить	v	0,5	6
заземлитель	s	0,5	6
